Quantify Compound Summary Report 												
												
Printed Tue Mar 26 11:36:13 2024												
												
Compound 1:  Sodium pyruvate m+0												
												
	#	Name	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	nM	%Dev	S/N
11	11	XS1_240322_35_NC_F_45_I2		0								
3	3	XS1_240322_38_CA_J_45_J1		0								
7	7	XS1_240322_39_CA_J_45_J2		0								
33	33	XS1_240322_42_NC_K_60_K1		0								
14	14	XS1_240322_43_NC_K_60_K2		0								
21	21	XS1_240322_46_CA_F_60_L1		0								
6	6	XS1_240322_47_CA_F_60_L2		0								
13	13	XS1_240322_50_NC_F_90_M1		0								
30	30	XS1_240322_51_NC_F_90_M2		0								
26	26	XS1_240322_54_CA_F_90_N1		0								
37	37	XS1_240322_55_CA_F_90_N2		0								
15	15	XS1_240322_58_NC_media_AK1		0	7.31	0.744		0.744	bb			1
16	16	XS1_240322_59_NC_media_AK2		0								
24	24	XS1_240322_60_CA_media_AL1		0								
19	19	XS1_240322_61_CA_media_AL2		0								
18	18	XS1_240322_MB_PooledQC_03		0	7.89	1.074		1.074	bb			2
25	25	XS1_240322_MB_PooledQC_04		0								
31	31	XS1_240322_MB_PooledQC_05		0	7.6	1.017		1.017	bb			2
10	10	XS1_240322_MB_PooledQC_06		0								
1	1	XS1_240322_MB_SST_01		0	7.34	2.114		2.114	bb			3
38	38	XS1_240322_MB_SST_02		0	7.24	2.182		2.182	bb			2
												
Compound 62:  Xylulose-5-phosphate m+5												
												
	#	Name	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	nM	%Dev	S/N
17	17	XS1_240322_01_NC_C_A1		0	7.67	0.178		0.178	bb			0
2	2	XS1_240322_02_NC_C_A2		0	8.16	0.15		0.15	MM			0
8	8	XS1_240322_06_CA_C_B1		0	7.16	0.889		0.889	bb			2
20	20	XS1_240322_07_CA_C_B2		0	8.45	0.338		0.338	MM			0
36	36	XS1_240322_10_NC_F_7_C1		0	7.37	4.674		4.674	MM			4
29	29	XS1_240322_11_NC_F_7_C2		0	7.44	5.579		5.579	bb			3
27	27	XS1_240322_14_CA_F_7_D1		0	8.23	0.677		0.677	MM			1
35	35	XS1_240322_15_CA_F_7_D2		0	7.38	1.576		1.576	bb			2
22	22	XS1_240322_18_NC_F_15_E1		0	7.72	2.089		2.089	bb			3
28	28	XS1_240322_19_NC_F_15_E2		0	7.6	5.413		5.413	bb			3
34	34	XS1_240322_22_CA_F_15_F1		0	7.71	3.12		3.12	bb			2
32	32	XS1_240322_23_CA_F_15_F2		0	7.61	0.823		0.823	bb			2
4	4	XS1_240322_26_NC_F_30_g1		0	7.42	33.645		33.645	MM			17
23	23	XS1_240322_27_NC_F_30_g2		0	7.44	20.236		20.236	MM			13
5	5	XS1_240322_30_CA_h_30_h1		0	7.49	14.358		14.358	MM			8
9	9	XS1_240322_31_CA_h_30_h2		0	7.4	10.76		10.76	bb			6
12	12	XS1_240322_34_NC_F_45_I1		0	7.7	15.157		15.157	MM			9
11	11	XS1_240322_35_NC_F_45_I2		0	7.43	38.169		38.169	MM			22
3	3	XS1_240322_38_CA_J_45_J1		0	7.36	12.106		12.106	bb			8
7	7	XS1_240322_39_CA_J_45_J2		0	7.75	14.966		14.966	MM			8
33	33	XS1_240322_42_NC_K_60_K1		0	7.47	24.019		24.019	MM			11
14	14	XS1_240322_43_NC_K_60_K2		0	7.45	26.63		26.63	MM			20
21	21	XS1_240322_46_CA_F_60_L1		0	7.41	14.545		14.545	bb			9
6	6	XS1_240322_47_CA_F_60_L2		0	7.48	22.093		22.093	MM			17
13	13	XS1_240322_50_NC_F_90_M1		0	7.43	23.91		23.91	MM			9
30	30	XS1_240322_51_NC_F_90_M2		0	7.47	29.978		29.978	MM			17
26	26	XS1_240322_54_CA_F_90_N1		0	7.68	12.961		12.961	MM			7
37	37	XS1_240322_55_CA_F_90_N2		0	7.4	16.765		16.765	MM			10
15	15	XS1_240322_58_NC_media_AK1		0	7.32	0.184		0.184	bb			0
16	16	XS1_240322_59_NC_media_AK2		0	7.7	0.154		0.154	bb			0
24	24	XS1_240322_60_CA_media_AL1		0	7.75	0.146		0.146	bb			0
19	19	XS1_240322_61_CA_media_AL2		0	7.26	0.154		0.154	bb			1
18	18	XS1_240322_MB_PooledQC_03		0	7.14	2.729		2.729	bb			3
25	25	XS1_240322_MB_PooledQC_04		0	7.81	1.754		1.754	bb			1
31	31	XS1_240322_MB_PooledQC_05		0	7.64	0.122		0.122	bb			0
10	10	XS1_240322_MB_PooledQC_06		0	7.42	10.657		10.657	bb			5
1	1	XS1_240322_MB_SST_01		0								
38	38	XS1_240322_MB_SST_02		0	7.32	0.235		0.235	bb			1
												
Compound 63:  ribulose-5-P/ribose-5P m+0												
												
	#	Name	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	nM	%Dev	S/N
17	17	XS1_240322_01_NC_C_A1		0	7.48	127.02		127.02	bb			50
2	2	XS1_240322_02_NC_C_A2		0	7.46	150.443		150.443	bb			112
8	8	XS1_240322_06_CA_C_B1		0	7.58	43.537		43.537	bb			26
20	20	XS1_240322_07_CA_C_B2		0	7.74	57.052		57.052	bb			29
36	36	XS1_240322_10_NC_F_7_C1		0	7.37	41.856		41.856	bb			26
29	29	XS1_240322_11_NC_F_7_C2		0	7.48	27.946		27.946	bb			23
27	27	XS1_240322_14_CA_F_7_D1		0	7.72	14.082		14.082	bb			8
35	35	XS1_240322_15_CA_F_7_D2		0	7.69	13.108		13.108	bb			9
22	22	XS1_240322_18_NC_F_15_E1		0	7.41	47.234		47.234	bb			45
28	28	XS1_240322_19_NC_F_15_E2		0	7.36	37.536		37.536	bb			26
34	34	XS1_240322_22_CA_F_15_F1		0	7.41	36.39		36.39	bb			18
32	32	XS1_240322_23_CA_F_15_F2		0	7.64	10.524		10.524	bb			9
4	4	XS1_240322_26_NC_F_30_g1		0	7.41	66.458		66.458	bb			49
23	23	XS1_240322_27_NC_F_30_g2		0	7.45	39.072		39.072	bb			33
5	5	XS1_240322_30_CA_h_30_h1		0	7.48	33.843		33.843	bb			24
9	9	XS1_240322_31_CA_h_30_h2		0	7.73	39.012		39.012	bb			14
12	12	XS1_240322_34_NC_F_45_I1		0	7.4	63.517		63.517	bb			40
11	11	XS1_240322_35_NC_F_45_I2		0	7.44	101.135		101.135	bb			87
3	3	XS1_240322_38_CA_J_45_J1		0	7.81	285.299		285.299	bb			234
7	7	XS1_240322_39_CA_J_45_J2		0	7.46	38.156		38.156	bb			28
33	33	XS1_240322_42_NC_K_60_K1		0	7.47	54.995		54.995	bb			26
14	14	XS1_240322_43_NC_K_60_K2		0	7.46	34.255		34.255	bb			35
21	21	XS1_240322_46_CA_F_60_L1		0	7.73	17.749		17.749	bb			13
6	6	XS1_240322_47_CA_F_60_L2		0	7.47	51.679		51.679	bb			29
13	13	XS1_240322_50_NC_F_90_M1		0	7.41	43.192		43.192	bb			27
30	30	XS1_240322_51_NC_F_90_M2		0	7.47	30.204		30.204	bb			27
26	26	XS1_240322_54_CA_F_90_N1		0	7.4	35.457		35.457	bb			31
37	37	XS1_240322_55_CA_F_90_N2		0	7.44	81.643		81.643	MM			36
15	15	XS1_240322_58_NC_media_AK1		0								
16	16	XS1_240322_59_NC_media_AK2		0								
24	24	XS1_240322_60_CA_media_AL1		0	7.8	0.89		0.89	bb			1
19	19	XS1_240322_61_CA_media_AL2		0	7.61	0.3		0.3	bb			1
18	18	XS1_240322_MB_PooledQC_03		0	7.24	1.235		1.235	bb			2
25	25	XS1_240322_MB_PooledQC_04		0	7.52	1.326		1.326	bb			2
31	31	XS1_240322_MB_PooledQC_05		0								
10	10	XS1_240322_MB_PooledQC_06		0	7.73	39.555		39.555	bb			15
1	1	XS1_240322_MB_SST_01		0	7.52	20526.73		20526.73	bb			7449
38	38	XS1_240322_MB_SST_02		0	7.51	10923.032		10923.032	bb			3160
												
Compound 64:  ribulose-5-P/ribose-5P m+1												
												
	#	Name	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	nM	%Dev	S/N
17	17	XS1_240322_01_NC_C_A1		0	7.93	2.998		2.998	bb			2
2	2	XS1_240322_02_NC_C_A2		0	7.46	4.205		4.205	bb			6
8	8	XS1_240322_06_CA_C_B1		0								
20	20	XS1_240322_07_CA_C_B2		0	7.64	4.286		4.286	bb			2
36	36	XS1_240322_10_NC_F_7_C1		0	7.62	0.973		0.973	bb			2
29	29	XS1_240322_11_NC_F_7_C2		0	7.81	0.36		0.36	bb			1
27	27	XS1_240322_14_CA_F_7_D1		0	7.4	0.729		0.729	bb			1
35	35	XS1_240322_15_CA_F_7_D2		0	7.72	0.206		0.206	bb			1
22	22	XS1_240322_18_NC_F_15_E1		0	7.94	6.665		6.665	bb			4
28	28	XS1_240322_19_NC_F_15_E2		0	7.58	2.43		2.43	bb			2
34	34	XS1_240322_22_CA_F_15_F1		0	7.75	4.538		4.538	bb			2
32	32	XS1_240322_23_CA_F_15_F2		0	7.35	0.818		0.818	bb			1
4	4	XS1_240322_26_NC_F_30_g1		0	7.94	6.795		6.795	bb			9
23	23	XS1_240322_27_NC_F_30_g2		0	7.46	1.987		1.987	bb			3
5	5	XS1_240322_30_CA_h_30_h1		0	7.44	1.393		1.393	bb			2
9	9	XS1_240322_31_CA_h_30_h2		0	7.4	0.669		0.669	bb			2
12	12	XS1_240322_34_NC_F_45_I1		0	7.93	6.229		6.229	bb			8
11	11	XS1_240322_35_NC_F_45_I2		0	7.46	0.182		0.182	bb			1
3	3	XS1_240322_38_CA_J_45_J1		0	7.38	1.41		1.41	bb			1
7	7	XS1_240322_39_CA_J_45_J2		0	7.75	3.818		3.818	bb			1
33	33	XS1_240322_42_NC_K_60_K1		0	7.67	0.13		0.13	bb			1
14	14	XS1_240322_43_NC_K_60_K2		0	7.45	2.147		2.147	bb			3
21	21	XS1_240322_46_CA_F_60_L1		0	7.75	1.953		1.953	bb			1
6	6	XS1_240322_47_CA_F_60_L2		0								
13	13	XS1_240322_50_NC_F_90_M1		0	7.97	8.265		8.265	bb			5
30	30	XS1_240322_51_NC_F_90_M2		0	7.79	6.395		6.395	bb			3
26	26	XS1_240322_54_CA_F_90_N1		0	7.42	2.973		2.973	bb			2
37	37	XS1_240322_55_CA_F_90_N2		0	7.44	2.864		2.864	bb			2
15	15	XS1_240322_58_NC_media_AK1		0	7.72	0.437		0.437	bb			1
16	16	XS1_240322_59_NC_media_AK2		0	7.77	0.051		0.051	bb			0
24	24	XS1_240322_60_CA_media_AL1		0	7.56	0.146		0.146	bb			0
19	19	XS1_240322_61_CA_media_AL2		0	7.64	0.41		0.41	bb			1
18	18	XS1_240322_MB_PooledQC_03		0	8.06	0.341		0.341	bb			1
25	25	XS1_240322_MB_PooledQC_04		0	7.55	0.638		0.638	bb			1
31	31	XS1_240322_MB_PooledQC_05		0	7.87	0.498		0.498	bb			2
10	10	XS1_240322_MB_PooledQC_06		0	7.85	0.045		0.045	bb			1
1	1	XS1_240322_MB_SST_01		0	7.52	117.05		117.05	bb			44
38	38	XS1_240322_MB_SST_02		0	7.51	71.3		71.3	bb			38
												
Compound 65:  ribulose-5-P/ribose-5P m+2												
												
	#	Name	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	nM	%Dev	S/N
17	17	XS1_240322_01_NC_C_A1		0	7.55	2.128		2.128	bb			2
2	2	XS1_240322_02_NC_C_A2		0	7.49	7.261		7.261	bb			4
8	8	XS1_240322_06_CA_C_B1		0	7.63	1.024		1.024	bb			1
20	20	XS1_240322_07_CA_C_B2		0								
36	36	XS1_240322_10_NC_F_7_C1		0	7.58	0.191		0.191	bb			1
29	29	XS1_240322_11_NC_F_7_C2		0	7.45	0.717		0.717	bb			1
27	27	XS1_240322_14_CA_F_7_D1		0	7.38	2.852		2.852	bb			1
35	35	XS1_240322_15_CA_F_7_D2		0	7.37	3.627		3.627	bb			2
22	22	XS1_240322_18_NC_F_15_E1		0	7.41	7.591		7.591	bb			3
28	28	XS1_240322_19_NC_F_15_E2		0	7.62	1.843		1.843	bb			2
34	34	XS1_240322_22_CA_F_15_F1		0								
32	32	XS1_240322_23_CA_F_15_F2		0	7.37	1.503		1.503	bb			2
4	4	XS1_240322_26_NC_F_30_g1		0	7.4	14.238		14.238	bb			3
23	23	XS1_240322_27_NC_F_30_g2		0	7.44	3.829		3.829	bb			3
5	5	XS1_240322_30_CA_h_30_h1		0	7.49	0.83		0.83	bb			1
9	9	XS1_240322_31_CA_h_30_h2		0	7.68	5.91		5.91	bb			2
12	12	XS1_240322_34_NC_F_45_I1		0	7.39	1.637		1.637	bb			3
11	11	XS1_240322_35_NC_F_45_I2		0	7.42	3.404		3.404	bb			4
3	3	XS1_240322_38_CA_J_45_J1		0	7.78	2.653		2.653	bb			2
7	7	XS1_240322_39_CA_J_45_J2		0								
33	33	XS1_240322_42_NC_K_60_K1		0	7.46	4.752		4.752	bb			2
14	14	XS1_240322_43_NC_K_60_K2		0	7.47	3.04		3.04	bb			4
21	21	XS1_240322_46_CA_F_60_L1		0								
6	6	XS1_240322_47_CA_F_60_L2		0								
13	13	XS1_240322_50_NC_F_90_M1		0	7.39	1.158		1.158	bb			2
30	30	XS1_240322_51_NC_F_90_M2		0								
26	26	XS1_240322_54_CA_F_90_N1		0	7.43	1.057		1.057	bb			2
37	37	XS1_240322_55_CA_F_90_N2		0	7.42	5.664		5.664	bb			2
15	15	XS1_240322_58_NC_media_AK1		0	7.57	0.137		0.137	bb			0
16	16	XS1_240322_59_NC_media_AK2		0	7.9	0.24		0.24	bb			1
24	24	XS1_240322_60_CA_media_AL1		0	7.83	0.602		0.602	bb			1
19	19	XS1_240322_61_CA_media_AL2		0								
18	18	XS1_240322_MB_PooledQC_03		0	7.18	0.375		0.375	bb			1
25	25	XS1_240322_MB_PooledQC_04		0	7.41	6.811		6.811	bb			2
31	31	XS1_240322_MB_PooledQC_05		0	7.23	3.439		3.439	bb			2
10	10	XS1_240322_MB_PooledQC_06		0	7.47	6.696		6.696	bb			3
1	1	XS1_240322_MB_SST_01		0	7.26	1351.123		1351.123	bb			1002
38	38	XS1_240322_MB_SST_02		0	7.24	1395.244		1395.244	bb			1000
												
Compound 66:  ribulose-5-P/ribose-5P m+3												
												
	#	Name	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	nM	%Dev	S/N
17	17	XS1_240322_01_NC_C_A1		0								
2	2	XS1_240322_02_NC_C_A2		0	7.34	0.925		0.925	bb			1
8	8	XS1_240322_06_CA_C_B1		0								
20	20	XS1_240322_07_CA_C_B2		0								
36	36	XS1_240322_10_NC_F_7_C1		0	7.63	1.621		1.621	bb			3
29	29	XS1_240322_11_NC_F_7_C2		0	7.48	0.504		0.504	bb			1
27	27	XS1_240322_14_CA_F_7_D1		0	7.68	3.803		3.803	bb			4
35	35	XS1_240322_15_CA_F_7_D2		0	7.74	3.027		3.027	bb			4
22	22	XS1_240322_18_NC_F_15_E1		0	7.75	4.154		4.154	bb			3
28	28	XS1_240322_19_NC_F_15_E2		0	7.4	2.402		2.402	bb			4
34	34	XS1_240322_22_CA_F_15_F1		0	7.68	0.396		0.396	bb			1
32	32	XS1_240322_23_CA_F_15_F2		0	7.69	4.703		4.703	bb			5
4	4	XS1_240322_26_NC_F_30_g1		0	7.43	0.356		0.356	bb			1
23	23	XS1_240322_27_NC_F_30_g2		0	7.49	0.427		0.427	bb			1
5	5	XS1_240322_30_CA_h_30_h1		0	7.81	3.729		3.729	bb			2
9	9	XS1_240322_31_CA_h_30_h2		0	7.69	3.817		3.817	bb			5
12	12	XS1_240322_34_NC_F_45_I1		0	7.64	1.644		1.644	bb			2
11	11	XS1_240322_35_NC_F_45_I2		0	7.85	3.205		3.205	bb			2
3	3	XS1_240322_38_CA_J_45_J1		0	7.62	4.941		4.941	bb			2
7	7	XS1_240322_39_CA_J_45_J2		0	7.48	0.588		0.588	bb			1
33	33	XS1_240322_42_NC_K_60_K1		0	7.47	2.318		2.318	bb			2
14	14	XS1_240322_43_NC_K_60_K2		0	7.86	1.307		1.307	bb			2
21	21	XS1_240322_46_CA_F_60_L1		0	7.76	3.621		3.621	bb			1
6	6	XS1_240322_47_CA_F_60_L2		0	7.81	1.597		1.597	bb			2
13	13	XS1_240322_50_NC_F_90_M1		0	7.45	1.098		1.098	bb			1
30	30	XS1_240322_51_NC_F_90_M2		0	7.46	1.571		1.571	bb			3
26	26	XS1_240322_54_CA_F_90_N1		0	7.4	0.556		0.556	bb			2
37	37	XS1_240322_55_CA_F_90_N2		0	7.4	1.503		1.503	bb			2
15	15	XS1_240322_58_NC_media_AK1		0								
16	16	XS1_240322_59_NC_media_AK2		0								
24	24	XS1_240322_60_CA_media_AL1		0								
19	19	XS1_240322_61_CA_media_AL2		0								
18	18	XS1_240322_MB_PooledQC_03		0	7.16	6.562		6.562	bb			2
25	25	XS1_240322_MB_PooledQC_04		0	7.86	1.552		1.552	bb			3
31	31	XS1_240322_MB_PooledQC_05		0								
10	10	XS1_240322_MB_PooledQC_06		0	7.72	0.142		0.142	bb			0
1	1	XS1_240322_MB_SST_01		0	7.52	1.942		1.942	bb			1
38	38	XS1_240322_MB_SST_02		0	7.61	3.11		3.11	bb			2
												
Compound 67:  ribulose-5-P/ribose-5P m+4												
												
	#	Name	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	nM	%Dev	S/N
17	17	XS1_240322_01_NC_C_A1		0								
2	2	XS1_240322_02_NC_C_A2		0	7.24	0.538		0.538	bb			1
8	8	XS1_240322_06_CA_C_B1		0	7.12	1.828		1.828	bb			4
20	20	XS1_240322_07_CA_C_B2		0								
36	36	XS1_240322_10_NC_F_7_C1		0								
29	29	XS1_240322_11_NC_F_7_C2		0								
27	27	XS1_240322_14_CA_F_7_D1		0								
35	35	XS1_240322_15_CA_F_7_D2		0								
22	22	XS1_240322_18_NC_F_15_E1		0								
28	28	XS1_240322_19_NC_F_15_E2		0								
34	34	XS1_240322_22_CA_F_15_F1		0								
32	32	XS1_240322_23_CA_F_15_F2		0								
4	4	XS1_240322_26_NC_F_30_g1		0	7.46	1.349		1.349	bb			2
23	23	XS1_240322_27_NC_F_30_g2		0								
5	5	XS1_240322_30_CA_h_30_h1		0								
9	9	XS1_240322_31_CA_h_30_h2		0								
12	12	XS1_240322_34_NC_F_45_I1		0								
11	11	XS1_240322_35_NC_F_45_I2		0								
3	3	XS1_240322_38_CA_J_45_J1		0								
7	7	XS1_240322_39_CA_J_45_J2		0								
33	33	XS1_240322_42_NC_K_60_K1		0								
14	14	XS1_240322_43_NC_K_60_K2		0								
21	21	XS1_240322_46_CA_F_60_L1		0								
6	6	XS1_240322_47_CA_F_60_L2		0								
13	13	XS1_240322_50_NC_F_90_M1		0								
30	30	XS1_240322_51_NC_F_90_M2		0								
26	26	XS1_240322_54_CA_F_90_N1		0								
37	37	XS1_240322_55_CA_F_90_N2		0								
15	15	XS1_240322_58_NC_media_AK1		0	7.31	0.744		0.744	bb			1
16	16	XS1_240322_59_NC_media_AK2		0								
24	24	XS1_240322_60_CA_media_AL1		0								
19	19	XS1_240322_61_CA_media_AL2		0								
18	18	XS1_240322_MB_PooledQC_03		0	7.89	1.074		1.074	bb			2
25	25	XS1_240322_MB_PooledQC_04		0								
31	31	XS1_240322_MB_PooledQC_05		0	7.6	1.017		1.017	bb			2
10	10	XS1_240322_MB_PooledQC_06		0								
1	1	XS1_240322_MB_SST_01		0	7.34	2.114		2.114	bb			3
38	38	XS1_240322_MB_SST_02		0	7.24	2.182		2.182	bb			2
												
Compound 68:  ribulose-5-P/ribose-5P m+5												
												
	#	Name	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	nM	%Dev	S/N
17	17	XS1_240322_01_NC_C_A1		0	7.67	0.178		0.178	bb			0
2	2	XS1_240322_02_NC_C_A2		0								
8	8	XS1_240322_06_CA_C_B1		0	7.16	0.889		0.889	bb			2
20	20	XS1_240322_07_CA_C_B2		0								
36	36	XS1_240322_10_NC_F_7_C1		0	7.64	1.98		1.98	bb			3
29	29	XS1_240322_11_NC_F_7_C2		0	7.44	5.579		5.579	bb			3
27	27	XS1_240322_14_CA_F_7_D1		0								
35	35	XS1_240322_15_CA_F_7_D2		0	7.38	1.576		1.576	bb			2
22	22	XS1_240322_18_NC_F_15_E1		0	7.72	2.089		2.089	bb			3
28	28	XS1_240322_19_NC_F_15_E2		0	7.6	5.413		5.413	bb			3
34	34	XS1_240322_22_CA_F_15_F1		0	7.71	3.12		3.12	bb			2
32	32	XS1_240322_23_CA_F_15_F2		0	7.61	0.823		0.823	bb			2
4	4	XS1_240322_26_NC_F_30_g1		0	7.72	14.641		14.641	bb			11
23	23	XS1_240322_27_NC_F_30_g2		0	7.44	9.145		9.145	bb			13
5	5	XS1_240322_30_CA_h_30_h1		0	7.49	6.947		6.947	bb			7
9	9	XS1_240322_31_CA_h_30_h2		0	7.4	10.76		10.76	bb			6
12	12	XS1_240322_34_NC_F_45_I1		0	7.7	10.087		10.087	bb			9
11	11	XS1_240322_35_NC_F_45_I2		0	7.74	18.202		18.202	bb			12
3	3	XS1_240322_38_CA_J_45_J1		0	7.36	12.106		12.106	bb			8
7	7	XS1_240322_39_CA_J_45_J2		0	7.46	6.326		6.326	bb			6
33	33	XS1_240322_42_NC_K_60_K1		0	7.47	14.198		14.198	bb			11
14	14	XS1_240322_43_NC_K_60_K2		0	7.45	12.937		12.937	bb			20
21	21	XS1_240322_46_CA_F_60_L1		0	7.41	14.545		14.545	bb			9
6	6	XS1_240322_47_CA_F_60_L2		0	7.48	11.793		11.793	bb			17
13	13	XS1_240322_50_NC_F_90_M1		0	7.75	5.441		5.441	bb			3
30	30	XS1_240322_51_NC_F_90_M2		0	7.47	17.149		17.149	bb			17
26	26	XS1_240322_54_CA_F_90_N1		0	7.68	2.178		2.178	bb			5
37	37	XS1_240322_55_CA_F_90_N2		0	7.4	15.9		15.9	MM			10
15	15	XS1_240322_58_NC_media_AK1		0	7.32	0.184		0.184	bb			0
16	16	XS1_240322_59_NC_media_AK2		0	7.7	0.154		0.154	bb			0
24	24	XS1_240322_60_CA_media_AL1		0	7.75	0.146		0.146	bb			0
19	19	XS1_240322_61_CA_media_AL2		0	7.26	0.154		0.154	bb			1
18	18	XS1_240322_MB_PooledQC_03		0	7.14	2.729		2.729	bb			3
25	25	XS1_240322_MB_PooledQC_04		0	7.81	1.754		1.754	bb			1
31	31	XS1_240322_MB_PooledQC_05		0	7.64	0.122		0.122	bb			0
10	10	XS1_240322_MB_PooledQC_06		0	7.42	10.657		10.657	bb			5
1	1	XS1_240322_MB_SST_01		0								
38	38	XS1_240322_MB_SST_02		0	7.32	0.235		0.235	bb			1
												
Compound 69:  Glucose-6-phosphate m+0												
												
	#	Name	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	nM	%Dev	S/N
17	17	XS1_240322_01_NC_C_A1		0	7.31	21604.756		21604.756	bb			11796
2	2	XS1_240322_02_NC_C_A2		0	7.28	29654.002		29654.002	bb			11870
8	8	XS1_240322_06_CA_C_B1		0	7.38	52319.324		52319.324	bb			8615
20	20	XS1_240322_07_CA_C_B2		0	7.28	26185.197		26185.197	bb			3680
36	36	XS1_240322_10_NC_F_7_C1		0	7.22	7574.432		7574.432	bb			4725
29	29	XS1_240322_11_NC_F_7_C2		0	7.3	7866.481		7866.481	bb			5122
27	27	XS1_240322_14_CA_F_7_D1		0	7.23	2426.399		2426.399	bb			2319
35	35	XS1_240322_15_CA_F_7_D2		0	7.25	3693.686		3693.686	bb			2814
22	22	XS1_240322_18_NC_F_15_E1		0	7.26	4928.23		4928.23	bb			3322
28	28	XS1_240322_19_NC_F_15_E2		0	7.22	5231.284		5231.284	bb			3236
34	34	XS1_240322_22_CA_F_15_F1		0	7.27	2277.886		2277.886	bb			2100
32	32	XS1_240322_23_CA_F_15_F2		0	7.23	1729.538		1729.538	bb			1193
4	4	XS1_240322_26_NC_F_30_g1		0	7.26	3251.38		3251.38	bb			2240
23	23	XS1_240322_27_NC_F_30_g2		0	7.28	2461.072		2461.072	MM			1419
5	5	XS1_240322_30_CA_h_30_h1		0	7.31	1869.55		1869.55	MM			1322
9	9	XS1_240322_31_CA_h_30_h2		0	7.25	1877.836		1877.836	bb			1145
12	12	XS1_240322_34_NC_F_45_I1		0	7.25	2528.31		2528.31	MM			1736
11	11	XS1_240322_35_NC_F_45_I2		0	7.28	2200.165		2200.165	MM			1522
3	3	XS1_240322_38_CA_J_45_J1		0	7.23	2156.651		2156.651	bb			1619
7	7	XS1_240322_39_CA_J_45_J2		0	7.29	1177.478		1177.478	MM			756
33	33	XS1_240322_42_NC_K_60_K1		0	7.3	1787.695		1787.695	bb			1908
14	14	XS1_240322_43_NC_K_60_K2		0	7.29	1587.835		1587.835	bb			1290
21	21	XS1_240322_46_CA_F_60_L1		0	7.28	1538.797		1538.797	MM			776
6	6	XS1_240322_47_CA_F_60_L2		0	7.3	1888.387		1888.387	MM			1196
13	13	XS1_240322_50_NC_F_90_M1		0	7.28	2998.784		2998.784	MM			1827
30	30	XS1_240322_51_NC_F_90_M2		0	7.3	3041.795		3041.795	MM			3010
26	26	XS1_240322_54_CA_F_90_N1		0	7.26	1285.966		1285.966	MM			835
37	37	XS1_240322_55_CA_F_90_N2		0	7.28	1125.483		1125.483	MM			814
15	15	XS1_240322_58_NC_media_AK1		0	7.27	0.755		0.755	bb			2
16	16	XS1_240322_59_NC_media_AK2		0								
24	24	XS1_240322_60_CA_media_AL1		0	7.26	1.739		1.739	bb			1
19	19	XS1_240322_61_CA_media_AL2		0	7.24	0.123		0.123	bb			0
18	18	XS1_240322_MB_PooledQC_03		0	7.45	190.514		190.514	bb			162
25	25	XS1_240322_MB_PooledQC_04		0	7.23	0.536		0.536	bb			1
31	31	XS1_240322_MB_PooledQC_05		0	7.46	0.05		0.05	bb			0
10	10	XS1_240322_MB_PooledQC_06		0	7.28	2064.157		2064.157	bb			1440
1	1	XS1_240322_MB_SST_01		0	7.64	74455.313		74455.313	bb			2871
38	38	XS1_240322_MB_SST_02		0	7.26	30990.135		30990.135	bb			1203
												
Compound 70:  Glucose-6-phosphate m+1												
												
	#	Name	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	nM	%Dev	S/N
17	17	XS1_240322_01_NC_C_A1		0	7.31	143.176		143.176	bb			115
2	2	XS1_240322_02_NC_C_A2		0	7.28	192.625		192.625	bb			85
8	8	XS1_240322_06_CA_C_B1		0	7.38	620.576		620.576	bb			605
20	20	XS1_240322_07_CA_C_B2		0	7.28	157.337		157.337	bb			131
36	36	XS1_240322_10_NC_F_7_C1		0	7.22	50.085		50.085	bb			31
29	29	XS1_240322_11_NC_F_7_C2		0	7.3	51.231		51.231	bb			33
27	27	XS1_240322_14_CA_F_7_D1		0	7.22	24.231		24.231	MM			19
35	35	XS1_240322_15_CA_F_7_D2		0	7.25	32.788		32.788	bb			30
22	22	XS1_240322_18_NC_F_15_E1		0	7.27	37.731		37.731	MM			19
28	28	XS1_240322_19_NC_F_15_E2		0	7.22	38.383		38.383	MM			27
34	34	XS1_240322_22_CA_F_15_F1		0	7.27	18.913		18.913	MM			8
32	32	XS1_240322_23_CA_F_15_F2		0	7.24	21.971		21.971	bb			11
4	4	XS1_240322_26_NC_F_30_g1		0	7.27	34.704		34.704	MM			14
23	23	XS1_240322_27_NC_F_30_g2		0	7.29	25.72		25.72	MM			17
5	5	XS1_240322_30_CA_h_30_h1		0	7.31	28.308		28.308	MM			13
9	9	XS1_240322_31_CA_h_30_h2		0	7.23	24.902		24.902	bb			11
12	12	XS1_240322_34_NC_F_45_I1		0	7.25	26.856		26.856	MM			13
11	11	XS1_240322_35_NC_F_45_I2		0	7.3	23.598		23.598	MM			15
